lat,lon,direction,filename,filename_idx,gps_frame_pos
457,31.7684,35.1946,2,JET_58-425-73_D_OC_MX_3.9_26582_3.mat,76
6453,31.7684,35.1946,2,JET_58-425-73_D_OC_MX_3.9_26582_4.mat,77
468,31.7684,35.1946,2,JET_58-425-73_N_CL_MX_3.9_26193_4.mat,91
5686,31.7684,35.1946,2,JET_58_425_73_D_CL_MX_3.9_26338_7.mat,120
1306,31.7684,35.1946,2,JET_58_425_73_D_CL_MX_3.9_26489_1.mat,123
511,31.7684,35.1946,2,JET_83-108-70_D_CL_MX_3.9_1_23508_4.mat,162
11266,31.7684,35.1946,2,JET_83-108-70_D_CL_MX_3.9_23199_6.mat,183
1676,31.7684,35.1946,2,JET_83-108-70_D_CL_MX_3.9_23504_7.mat,200
437,31.7684,35.1946,2,JET_83-108-70_D_CL_MX_3.9_23702_1.mat,213
731,31.7684,35.1946,2,JET_83-108-70_D_CL_MX_3.9_23702_13.mat,216
1875,31.7684,35.1946,2,JET_83-108-70_D_CL_MX_3.9_23712_2.mat,224
455,31.7684,35.1946,2,JET_83-108-70_D_CL_MX_3.9_25154_4.mat,234
2444,31.7684,35.1946,2,JET_83-108-70_D_CL_MX_3.9_26256_13.mat,241
2773,31.7684,35.1946,2,JET_83-108-70_D_OC_MX_3.9_26340_3.mat,282
950,31.7684,35.1946,2,JET_83-108-70_D_OC_MX_3.9_26340_6.mat,284
4546,31.7684,35.1946,2,JET_83-108-70_N_CL_MX_3.9_26435_3.mat,309
3784,31.7684,35.1946,2,JET_83-168-70_D_CL_MX_3.9_22357_7.mat,331
409,31.7686,35.1946,2,JET-58-425-73_D_CL_UR_3.9_22257_20.mat,6
3385,31.7686,35.1946,2,JET_58-425-73_D_CL_MX_3.9_23716_1.mat,34
357,31.7686,35.1946,2,JET_58-425-73_D_CL_MX_3.9_27622_0.mat,45
4237,31.7686,35.1946,2,JET_58-425-73_D_CL_MX_3.9_27622_1.mat,46
2635,31.7686,35.1946,2,JET_58-425-73_D_CL_UR_3.9_22811_14.mat,62
456,31.7686,35.1946,2,JET_58-425-73_D_OC_MX_3.9_26582_3.mat,76
6452,31.7686,35.1946,2,JET_58-425-73_D_OC_MX_3.9_26582_4.mat,77
467,31.7686,35.1946,2,JET_58-425-73_N_CL_MX_3.9_26193_4.mat,91
5685,31.7686,35.1946,2,JET_58_425_73_D_CL_MX_3.9_26338_7.mat,120
1305,31.7686,35.1946,2,JET_58_425_73_D_CL_MX_3.9_26489_1.mat,123
510,31.7686,35.1946,2,JET_83-108-70_D_CL_MX_3.9_1_23508_4.mat,162
11265,31.7686,35.1946,2,JET_83-108-70_D_CL_MX_3.9_23199_6.mat,183
1675,31.7686,35.1946,2,JET_83-108-70_D_CL_MX_3.9_23504_7.mat,200
436,31.7686,35.1946,2,JET_83-108-70_D_CL_MX_3.9_23702_1.mat,213
730,31.7686,35.1946,2,JET_83-108-70_D_CL_MX_3.9_23702_13.mat,216
1874,31.7686,35.1946,2,JET_83-108-70_D_CL_MX_3.9_23712_2.mat,224
453,31.7686,35.1946,2,JET_83-108-70_D_CL_MX_3.9_23712_3.mat,225
1138,31.7686,35.1946,2,JET_83-108-70_D_CL_MX_3.9_25154_4.mat,234
2443,31.7686,35.1946,2,JET_83-108-70_D_CL_MX_3.9_26256_13.mat,241
2772,31.7686,35.1946,2,JET_83-108-70_D_OC_MX_3.9_26340_3.mat,282
949,31.7686,35.1946,2,JET_83-108-70_D_OC_MX_3.9_26340_6.mat,284
4545,31.7686,35.1946,2,JET_83-108-70_N_CL_MX_3.9_26435_3.mat,309
3783,31.7686,35.1946,2,JET_83-168-70_D_CL_MX_3.9_22357_7.mat,331
408,31.7706,35.1946,2,JET_58-425-73_D_CL_MX_3.9_23716_1.mat,34
345,31.7706,35.1946,2,JET_58-425-73_D_CL_MX_3.9_27622_0.mat,45
4225,31.7706,35.1946,2,JET_58-425-73_D_CL_MX_3.9_27622_1.mat,46
2624,31.7706,35.1946,2,JET_58-425-73_D_CL_UR_3.9_22811_14.mat,62
444,31.7706,35.1946,2,JET_58-425-73_D_OC_MX_3.9_26582_3.mat,76
6441,31.7706,35.1946,2,JET_58-425-73_D_OC_MX_3.9_26582_4.mat,77
456,31.7706,35.1946,2,JET_58-425-73_N_CL_MX_3.9_26193_4.mat,91
5672,31.7706,35.1946,2,JET_58_425_73_D_CL_MX_3.9_26338_7.mat,120
1293,31.7706,35.1946,2,JET_58_425_73_D_CL_MX_3.9_26489_1.mat,123
497,31.7706,35.1946,2,JET_58_425_73_N_R_N_MX_3.9_26391_2.mat,156
7278,31.7706,35.1946,2,JET_83-108-70_D_CL_MX_3.9_1_23508_4.mat,162
11254,31.7706,35.1946,2,JET_83-108-70_D_CL_MX_3.9_23199_6.mat,183
1665,31.7706,35.1946,2,JET_83-108-70_D_CL_MX_3.9_23504_7.mat,200
424,31.7706,35.1946,2,JET_83-108-70_D_CL_MX_3.9_23702_1.mat,213
718,31.7706,35.1946,2,JET_83-108-70_D_CL_MX_3.9_23702_13.mat,216
1865,31.7706,35.1946,2,JET_83-108-70_D_CL_MX_3.9_23712_2.mat,224
443,31.7706,35.1946,2,JET_83-108-70_D_CL_MX_3.9_23712_3.mat,225
1124,31.7706,35.1946,2,JET_83-108-70_D_CL_MX_3.9_25154_4.mat,234
2432,31.7706,35.1946,2,JET_83-108-70_D_CL_MX_3.9_26256_13.mat,241
2762,31.7706,35.1946,2,JET_83-108-70_D_OC_MX_3.9_26340_3.mat,282
938,31.7706,35.1946,2,JET_83-108-70_D_OC_MX_3.9_26340_6.mat,284
4534,31.7706,35.1946,2,JET_83-108-70_N_CL_MX_3.9_26435_3.mat,309
3773,31.7706,35.1946,2,JET_83-108-70_n_CL_UR_3.9_22749_3.mat,326
102,31.7706,35.1946,2,JET_83-168-70_D_CL_MX_3.9_22357_7.mat,331
396,31.7708,35.1946,2,JET-58-425-73_D_CL_UR_3.9_22257_20.mat,6
3374,31.7708,35.1946,2,JET_58-425-73_D_CL_MX_3.9_23716_1.mat,34
344,31.7708,35.1946,2,JET_58-425-73_D_CL_MX_3.9_27622_0.mat,45
4224,31.7708,35.1946,2,JET_58-425-73_D_CL_MX_3.9_27622_1.mat,46
2622,31.7708,35.1946,2,JET_58-425-73_D_CL_UR_3.9_22811_14.mat,62
443,31.7708,35.1946,2,JET_58-425-73_D_OC_MX_3.9_26582_3.mat,76
6439,31.7708,35.1946,2,JET_58-425-73_D_OC_MX_3.9_26582_4.mat,77
455,31.7708,35.1946,2,JET_58-425-73_N_CL_MX_3.9_26193_4.mat,91
5670,31.7708,35.1946,2,JET_58_425_73_D_CL_MX_3.9_26338_7.mat,120
1291,31.7708,35.1946,2,JET_58_425_73_D_CL_MX_3.9_26489_1.mat,123
496,31.7708,35.1946,2,JET_58_425_73_N_R_N_MX_3.9_26391_2.mat,156
7277,31.7708,35.1946,2,JET_83-108-70_D_CL_MX_3.9_1_23508_4.mat,162
11253,31.7708,35.1946,2,JET_83-108-70_D_CL_MX_3.9_23199_6.mat,183
1664,31.7708,35.1946,2,JET_83-108-70_D_CL_MX_3.9_23504_7.mat,200
423,31.7708,35.1946,2,JET_83-108-70_D_CL_MX_3.9_23702_1.mat,213
717,31.7708,35.1946,2,JET_83-108-70_D_CL_MX_3.9_23702_13.mat,216
1864,31.7708,35.1946,2,JET_83-108-70_D_CL_MX_3.9_23712_2.mat,224
442,31.7708,35.1946,2,JET_83-108-70_D_CL_MX_3.9_23712_3.mat,225
1122,31.7708,35.1946,2,JET_83-108-70_D_CL_MX_3.9_25154_4.mat,234
2431,31.7708,35.1946,2,JET_83-108-70_D_CL_MX_3.9_26256_13.mat,241
2761,31.7708,35.1946,2,JET_83-108-70_D_OC_MX_3.9_26340_3.mat,282
937,31.7708,35.1946,2,JET_83-108-70_D_OC_MX_3.9_26340_6.mat,284
4533,31.7708,35.1946,2,JET_83-108-70_N_CL_MX_3.9_26435_3.mat,309
3772,31.7708,35.1946,2,JET_83-108-70_n_CL_UR_3.9_22749_3.mat,326
101,31.7708,35.1946,2,JET_83-168-70_D_CL_MX_3.9_22357_7.mat,331
395,31.771,35.1946,2,JET-58-425-73_D_CL_UR_3.9_22257_20.mat,6
3373,31.771,35.1946,2,JET_58-425-73_D_CL_MX_3.9_23716_1.mat,34
343,31.771,35.1946,2,JET_58-425-73_D_CL_MX_3.9_27622_0.mat,45
4223,31.771,35.1946,2,JET_58-425-73_D_CL_MX_3.9_27622_1.mat,46
2621,31.771,35.1946,2,JET_58-425-73_D_CL_UR_3.9_22811_14.mat,62
442,31.771,35.1946,2,JET_58-425-73_D_OC_MX_3.9_26582_3.mat,76
6438,31.771,35.1946,2,JET_58-425-73_D_OC_MX_3.9_26582_4.mat,77
454,31.771,35.1946,2,JET_58-425-73_N_CL_MX_3.9_26193_4.mat,91
5669,31.771,35.1946,2,JET_58_425_73_D_CL_MX_3.9_26338_7.mat,120
1290,31.771,35.1946,2,JET_58_425_73_D_CL_MX_3.9_26489_1.mat,123
494,31.771,35.1946,2,JET_58_425_73_N_R_N_MX_3.9_26391_2.mat,156
7275,31.771,35.1946,2,JET_83-108-70_D_CL_MX_3.9_1_23508_4.mat,162
11252,31.771,35.1946,2,JET_83-108-70_D_CL_MX_3.9_23199_6.mat,183
1663,31.771,35.1946,2,JET_83-108-70_D_CL_MX_3.9_23504_7.mat,200
422,31.771,35.1946,2,JET_83-108-70_D_CL_MX_3.9_23702_1.mat,213
716,31.771,35.1946,2,JET_83-108-70_D_CL_MX_3.9_23702_13.mat,216
1863,31.771,35.1946,2,JET_83-108-70_D_CL_MX_3.9_23712_3.mat,225
1121,31.771,35.1946,2,JET_83-108-70_D_CL_MX_3.9_25154_4.mat,234
2430,31.771,35.1946,2,JET_83-108-70_D_CL_MX_3.9_26256_13.mat,241
2760,31.771,35.1946,2,JET_83-108-70_D_OC_MX_3.9_26340_3.mat,282
936,31.771,35.1946,2,JET_83-108-70_D_OC_MX_3.9_26340_6.mat,284
4532,31.771,35.1946,2,JET_83-108-70_N_CL_MX_3.9_26435_3.mat,309
3771,31.771,35.1946,2,JET_83-108-70_n_CL_UR_3.9_22749_3.mat,326
100,31.771,35.1946,2,JET_83-168-70_D_CL_MX_3.9_22357_7.mat,331
394,31.7694,35.1948,2,JET-58-425-73_D_CL_UR_3.9_22257_20.mat,6
3381,31.7694,35.1948,2,JET_58-425-73_D_CL_MX_3.9_23716_1.mat,34
352,31.7694,35.1948,2,JET_58-425-73_D_CL_MX_3.9_27622_0.mat,45
4232,31.7694,35.1948,2,JET_58-425-73_D_CL_MX_3.9_27622_1.mat,46
2630,31.7694,35.1948,2,JET_58-425-73_D_CL_UR_3.9_22811_14.mat,62
451,31.7694,35.1948,2,JET_58-425-73_D_OC_MX_3.9_26582_3.mat,76
6447,31.7694,35.1948,2,JET_58-425-73_D_OC_MX_3.9_26582_4.mat,77
462,31.7694,35.1948,2,JET_58-425-73_N_CL_MX_3.9_26193_4.mat,91
5679,31.7694,35.1948,2,JET_58_425_73_D_CL_MX_3.9_26338_7.mat,120
1300,31.7694,35.1948,2,JET_58_425_73_D_CL_MX_3.9_26489_1.mat,123
504,31.7694,35.1948,2,JET_83-108-70_D_CL_MX_3.9_1_23508_4.mat,162
11261,31.7694,35.1948,2,JET_83-108-70_D_CL_MX_3.9_23199_6.mat,183
1671,31.7694,35.1948,2,JET_83-108-70_D_CL_MX_3.9_23504_7.mat,200
431,31.7694,35.1948,2,JET_83-108-70_D_CL_MX_3.9_23702_1.mat,213
725,31.7694,35.1948,2,JET_83-108-70_D_CL_MX_3.9_23702_13.mat,216
1870,31.7694,35.1948,2,JET_83-108-70_D_CL_MX_3.9_23712_2.mat,224
449,31.7694,35.1948,2,JET_83-108-70_D_CL_MX_3.9_25154_4.mat,234
2438,31.7694,35.1948,2,JET_83-108-70_D_CL_MX_3.9_26256_13.mat,241
2768,31.7694,35.1948,2,JET_83-108-70_D_OC_MX_3.9_26340_3.mat,282
945,31.7694,35.1948,2,JET_83-108-70_D_OC_MX_3.9_26340_6.mat,284
4541,31.7694,35.1948,2,JET_83-108-70_N_CL_MX_3.9_26435_3.mat,309
3779,31.7694,35.1948,2,JET_83-168-70_D_CL_MX_3.9_22357_7.mat,331
403,31.7696,35.1948,2,JET-58-425-73_D_CL_UR_3.9_22257_20.mat,6
3380,31.7696,35.1948,2,JET_58-425-73_D_CL_MX_3.9_23716_1.mat,34
351,31.7696,35.1948,2,JET_58-425-73_D_CL_MX_3.9_27622_0.mat,45
4231,31.7696,35.1948,2,JET_58-425-73_D_CL_MX_3.9_27622_1.mat,46
2629,31.7696,35.1948,2,JET_58-425-73_D_CL_UR_3.9_22811_14.mat,62
450,31.7696,35.1948,2,JET_58-425-73_D_OC_MX_3.9_26582_3.mat,76
6446,31.7696,35.1948,2,JET_58-425-73_D_OC_MX_3.9_26582_4.mat,77
461,31.7696,35.1948,2,JET_58-425-73_N_CL_MX_3.9_26193_4.mat,91
5678,31.7696,35.1948,2,JET_58_425_73_D_CL_MX_3.9_26338_7.mat,120
1299,31.7696,35.1948,2,JET_58_425_73_D_CL_MX_3.9_26489_1.mat,123
503,31.7696,35.1948,2,JET_83-108-70_D_CL_MX_3.9_1_23508_4.mat,162
11260,31.7696,35.1948,2,JET_83-108-70_D_CL_MX_3.9_23199_6.mat,183
1670,31.7696,35.1948,2,JET_83-108-70_D_CL_MX_3.9_23504_7.mat,200
430,31.7696,35.1948,2,JET_83-108-70_D_CL_MX_3.9_23702_1.mat,213
724,31.7696,35.1948,2,JET_83-108-70_D_CL_MX_3.9_23702_13.mat,216
1869,31.7696,35.1948,2,JET_83-108-70_D_CL_MX_3.9_23712_2.mat,224
448,31.7696,35.1948,2,JET_83-108-70_D_CL_MX_3.9_25154_4.mat,234
2437,31.7696,35.1948,2,JET_83-108-70_D_CL_MX_3.9_26256_13.mat,241
2767,31.7696,35.1948,2,JET_83-108-70_D_OC_MX_3.9_26340_3.mat,282
944,31.7696,35.1948,2,JET_83-108-70_D_OC_MX_3.9_26340_6.mat,284
4540,31.7696,35.1948,2,JET_83-108-70_N_CL_MX_3.9_26435_3.mat,309
3778,31.7696,35.1948,2,JET_83-168-70_D_CL_MX_3.9_22357_7.mat,331
402,31.7698,35.1948,2,JET-58-425-73_D_CL_UR_3.9_22257_20.mat,6
3378,31.7698,35.1948,2,JET_58-425-73_D_CL_MX_3.9_23716_1.mat,34
350,31.7698,35.1948,2,JET_58-425-73_D_CL_MX_3.9_27622_0.mat,45
4230,31.7698,35.1948,2,JET_58-425-73_D_CL_MX_3.9_27622_1.mat,46
2628,31.7698,35.1948,2,JET_58-425-73_D_CL_UR_3.9_22811_14.mat,62
449,31.7698,35.1948,2,JET_58-425-73_D_OC_MX_3.9_26582_3.mat,76
6445,31.7698,35.1948,2,JET_58-425-73_D_OC_MX_3.9_26582_4.mat,77
460,31.7698,35.1948,2,JET_58-425-73_N_CL_MX_3.9_26193_4.mat,91
5677,31.7698,35.1948,2,JET_58_425_73_D_CL_MX_3.9_26338_7.mat,120
1297,31.7698,35.1948,2,JET_58_425_73_D_CL_MX_3.9_26489_1.mat,123
502,31.7698,35.1948,2,JET_83-108-70_D_CL_MX_3.9_1_23508_4.mat,162
11259,31.7698,35.1948,2,JET_83-108-70_D_CL_MX_3.9_23199_6.mat,183
1669,31.7698,35.1948,2,JET_83-108-70_D_CL_MX_3.9_23504_7.mat,200
429,31.7698,35.1948,2,JET_83-108-70_D_CL_MX_3.9_23702_1.mat,213
723,31.7698,35.1948,2,JET_83-108-70_D_CL_MX_3.9_23712_2.mat,224
447,31.7698,35.1948,2,JET_83-108-70_D_CL_MX_3.9_25154_4.mat,234
2436,31.7698,35.1948,2,JET_83-108-70_D_CL_MX_3.9_26256_13.mat,241
2766,31.7698,35.1948,2,JET_83-108-70_D_OC_MX_3.9_26340_3.mat,282
943,31.7698,35.1948,2,JET_83-108-70_D_OC_MX_3.9_26340_6.mat,284
4539,31.7698,35.1948,2,JET_83-108-70_N_CL_MX_3.9_26435_3.mat,309
3777,31.7698,35.1948,2,JET_83-168-70_D_CL_MX_3.9_22357_7.mat,331
401,31.796,35.1972,2,JET-58-425-73_D_CL_UR_3.9_22257_20.mat,6
3213,31.796,35.1972,2,JET-58-425-73_D_CL_UR_3.9_22257_22.mat,8
642,31.796,35.1972,2,JET_58-425-73_D_CL_MX_3.9_1_26619_1.mat,21
323,31.796,35.1972,2,JET_58-425-73_D_CL_MX_3.9_23645_0.mat,28
384,31.796,35.1972,2,JET_58-425-73_D_CL_MX_3.9_23716_1.mat,34
136,31.796,35.1972,2,JET_58-425-73_D_CL_MX_3.9_27622_0.mat,45
4062,31.796,35.1972,2,JET_58-425-73_D_CL_UR_3.9_22811_14.mat,62
273,31.796,35.1972,2,JET_58-425-73_D_OC_MX_3.9_26582_3.mat,76
3164,31.796,35.1972,2,JET_58-425-73_D_OC_MX_3.9_26582_4.mat,77
266,31.796,35.1972,2,JET_58-425-73_N_CL_MX_3.9_26193_4.mat,91
5478,31.796,35.1972,2,JET_58-425-73_ddL_MX_3.9_23706_0.mat,107
591,31.796,35.1972,2,JET_58_425_73_D_CL_MX_3.9_26338_7.mat,120
731,31.796,35.1972,2,JET_58_425_73_D_CL_MX_3.9_26489_1.mat,123
317,31.796,35.1972,2,JET_58_425_73_D_OC_MX_3.9_26349_1.mat,132
177,31.796,35.1972,2,JET_58_425_73_D_RN_MX_3.9_26171_0.mat,137
4030,31.796,35.1972,2,JET_58_425_73_D_RN_MX_3.9_26355_3.mat,142
508,31.796,35.1972,2,JET_58_425_73_N_RN_MX_3.9_26356_3.mat,151
622,31.796,35.1972,2,JET_83-108-70_D_CL_MX_3.9_23378_0.mat,189
4989,31.796,35.1972,2,JET_83-108-70_D_CL_MX_3.9_23504_7.mat,200
232,31.796,35.1972,2,JET_83-108-70_D_CL_MX_3.9_23702_1.mat,213
383,31.796,35.1972,2,JET_83-108-70_D_CL_MX_3.9_23702_13.mat,216
1679,31.796,35.1972,2,JET_83-108-70_D_CL_MX_3.9_23702_8.mat,221
3132,31.796,35.1972,2,JET_83-108-70_D_CL_MX_3.9_23712_2.mat,224
295,31.796,35.1972,2,JET_83-108-70_D_CL_MX_3.9_23712_3.mat,225
726,31.796,35.1972,2,JET_83-108-70_D_CL_MX_3.9_25154_4.mat,234
2274,31.796,35.1972,2,JET_83-108-70_D_CL_MX_3.9_26256_13.mat,241
2577,31.796,35.1972,2,JET_83-108-70_D_FG_MX_3.9_26393_0.mat,268
4095,31.796,35.1972,2,JET_83-108-70_D_OC_MX_3.9_26340_3.mat,282
790,31.796,35.1972,2,JET_83-108-70_D_OC_MX_3.9_26340_6.mat,284
4373,31.796,35.1972,2,JET_83-108-70_N_CL_MX_3.9_26435_3.mat,309
3630,31.796,35.1972,2,JET_83-168-70_D_CL_MX_3.9_22357_7.mat,331
217,31.7962,35.1972,2,JET-58-425-73_D_CL_UR_3.9_22257_20.mat,6
3211,31.7962,35.1972,2,JET-58-425-73_D_CL_UR_3.9_22257_22.mat,8
641,31.7962,35.1972,2,JET_58-425-73_D_CL_MX_3.9_1_26619_1.mat,21
320,31.7962,35.1972,2,JET_58-425-73_D_CL_MX_3.9_23645_0.mat,28
382,31.7962,35.1972,2,JET_58-425-73_D_CL_MX_3.9_23716_1.mat,34
134,31.7962,35.1972,2,JET_58-425-73_D_CL_MX_3.9_27622_0.mat,45
4061,31.7962,35.1972,2,JET_58-425-73_D_OC_MX_3.9_26582_3.mat,76
3163,31.7962,35.1972,2,JET_58-425-73_D_OC_MX_3.9_26582_4.mat,77
265,31.7962,35.1972,2,JET_58-425-73_N_CL_MX_3.9_26193_4.mat,91
5477,31.7962,35.1972,2,JET_58-425-73_ddL_MX_3.9_23706_0.mat,107
588,31.7962,35.1972,2,JET_58_425_73_D_CL_MX_3.9_26338_7.mat,120
729,31.7962,35.1972,2,JET_58_425_73_D_CL_MX_3.9_26489_1.mat,123
316,31.7962,35.1972,2,JET_58_425_73_D_OC_MX_3.9_26349_1.mat,132
176,31.7962,35.1972,2,JET_58_425_73_D_RN_MX_3.9_26171_0.mat,137
4029,31.7962,35.1972,2,JET_58_425_73_D_RN_MX_3.9_26355_3.mat,142
507,31.7962,35.1972,2,JET_58_425_73_N_RN_MX_3.9_26356_3.mat,151
620,31.7962,35.1972,2,JET_83-108-70_D_CL_MX_3.9_1_23508_4.mat,162
11108,31.7962,35.1972,2,JET_83-108-70_D_CL_MX_3.9_23378_0.mat,189
4988,31.7962,35.1972,2,JET_83-108-70_D_CL_MX_3.9_23504_7.mat,200
230,31.7962,35.1972,2,JET_83-108-70_D_CL_MX_3.9_23702_1.mat,213
375,31.7962,35.1972,2,JET_83-108-70_D_CL_MX_3.9_23702_13.mat,216
1674,31.7962,35.1972,2,JET_83-108-70_D_CL_MX_3.9_23702_8.mat,221
3130,31.7962,35.1972,2,JET_83-108-70_D_CL_MX_3.9_23712_2.mat,224
294,31.7962,35.1972,2,JET_83-108-70_D_CL_MX_3.9_23712_3.mat,225
725,31.7962,35.1972,2,JET_83-108-70_D_CL_MX_3.9_25154_4.mat,234
2272,31.7962,35.1972,2,JET_83-108-70_D_CL_MX_3.9_26256_13.mat,241
2575,31.7962,35.1972,2,JET_83-108-70_D_FG_MX_3.9_26393_0.mat,268
4093,31.7962,35.1972,2,JET_83-108-70_D_OC_MX_3.9_26340_3.mat,282
789,31.7962,35.1972,2,JET_83-108-70_D_OC_MX_3.9_26340_6.mat,284
4372,31.7962,35.1972,2,JET_83-108-70_N_CL_MX_3.9_26435_3.mat,309
3629,31.7962,35.1972,2,JET_83-168-70_D_CL_MX_3.9_22357_7.mat,331
215,31.7964,35.1972,2,JET-58-425-73_D_CL_UR_3.9_22257_20.mat,6
3210,31.7964,35.1972,2,JET-58-425-73_D_CL_UR_3.9_22257_22.mat,8
639,31.7964,35.1972,2,JET_58-425-73_D_CL_MX_3.9_1_26619_1.mat,21
316,31.7964,35.1972,2,JET_58-425-73_D_CL_MX_3.9_23645_0.mat,28
380,31.7964,35.1972,2,JET_58-425-73_D_CL_MX_3.9_23716_1.mat,34
133,31.7964,35.1972,2,JET_58-425-73_D_CL_MX_3.9_27622_0.mat,45
4060,31.7964,35.1972,2,JET_58-425-73_D_OC_MX_3.9_26582_3.mat,76
3162,31.7964,35.1972,2,JET_58-425-73_D_OC_MX_3.9_26582_4.mat,77
264,31.7964,35.1972,2,JET_58-425-73_N_CL_MX_3.9_26193_4.mat,91
5476,31.7964,35.1972,2,JET_58-425-73_ddL_MX_3.9_23706_0.mat,107
584,31.7964,35.1972,2,JET_58_425_73_D_CL_MX_3.9_26338_7.mat,120
728,31.7964,35.1972,2,JET_58_425_73_D_CL_MX_3.9_26489_1.mat,123
314,31.7964,35.1972,2,JET_58_425_73_D_OC_MX_3.9_26349_1.mat,132
174,31.7964,35.1972,2,JET_58_425_73_D_RN_MX_3.9_26171_0.mat,137
4027,31.7964,35.1972,2,JET_58_425_73_D_RN_MX_3.9_26355_3.mat,142
506,31.7964,35.1972,2,JET_58_425_73_N_RN_MX_3.9_26356_3.mat,151
618,31.7964,35.1972,2,JET_83-108-70_D_CL_MX_3.9_1_23508_4.mat,162
11107,31.7964,35.1972,2,JET_83-108-70_D_CL_MX_3.9_23378_0.mat,189
4986,31.7964,35.1972,2,JET_83-108-70_D_CL_MX_3.9_23504_7.mat,200
229,31.7964,35.1972,2,JET_83-108-70_D_CL_MX_3.9_23702_1.mat,213
371,31.7964,35.1972,2,JET_83-108-70_D_CL_MX_3.9_23702_13.mat,216
1672,31.7964,35.1972,2,JET_83-108-70_D_CL_MX_3.9_23702_8.mat,221
3128,31.7964,35.1972,2,JET_83-108-70_D_CL_MX_3.9_23712_2.mat,224
293,31.7964,35.1972,2,JET_83-108-70_D_CL_MX_3.9_23712_3.mat,225
724,31.7964,35.1972,2,JET_83-108-70_D_CL_MX_3.9_25154_4.mat,234
2271,31.7964,35.1972,2,JET_83-108-70_D_CL_MX_3.9_26256_13.mat,241
2573,31.7964,35.1972,2,JET_83-108-70_D_FG_MX_3.9_26393_0.mat,268
4092,31.7964,35.1972,2,JET_83-108-70_D_OC_MX_3.9_26340_3.mat,282
787,31.7964,35.1972,2,JET_83-108-70_D_OC_MX_3.9_26340_6.mat,284
4371,31.7964,35.1972,2,JET_83-108-70_N_CL_MX_3.9_26435_3.mat,309
3628,31.7964,35.1972,2,JET_83-168-70_D_CL_MX_3.9_22357_7.mat,331
214,31.7966,35.1972,2,JET-58-425-73_D_CL_UR_3.9_22257_20.mat,6
3208,31.7966,35.1972,2,JET-58-425-73_D_CL_UR_3.9_22257_22.mat,8
638,31.7966,35.1972,2,JET_58-425-73_D_CL_MX_3.9_1_26619_1.mat,21
312,31.7966,35.1972,2,JET_58-425-73_D_CL_MX_3.9_23645_0.mat,28
378,31.7966,35.1972,2,JET_58-425-73_D_CL_MX_3.9_23716_1.mat,34
131,31.7966,35.1972,2,JET_58-425-73_D_CL_MX_3.9_27622_0.mat,45
4059,31.7966,35.1972,2,JET_58-425-73_D_CL_UR_3.9_22811_14.mat,62
270,31.7966,35.1972,2,JET_58-425-73_D_OC_MX_3.9_26582_3.mat,76
3161,31.7966,35.1972,2,JET_58-425-73_D_OC_MX_3.9_26582_4.mat,77
263,31.7966,35.1972,2,JET_58-425-73_N_CL_MX_3.9_26193_4.mat,91
5475,31.7966,35.1972,2,JET_58-425-73_ddL_MX_3.9_23706_0.mat,107
581,31.7966,35.1972,2,JET_58_425_73_D_CL_MX_3.9_26338_7.mat,120
727,31.7966,35.1972,2,JET_58_425_73_D_CL_MX_3.9_26489_1.mat,123
313,31.7966,35.1972,2,JET_58_425_73_D_OC_MX_3.9_26349_1.mat,132
173,31.7966,35.1972,2,JET_58_425_73_D_RN_MX_3.9_26171_0.mat,137
4026,31.7966,35.1972,2,JET_58_425_73_D_RN_MX_3.9_26355_3.mat,142
504,31.7966,35.1972,2,JET_58_425_73_N_RN_MX_3.9_26356_3.mat,151
615,31.7966,35.1972,2,JET_83-108-70_D_CL_MX_3.9_23378_0.mat,189
4985,31.7966,35.1972,2,JET_83-108-70_D_CL_MX_3.9_23504_7.mat,200
228,31.7966,35.1972,2,JET_83-108-70_D_CL_MX_3.9_23702_1.mat,213
367,31.7966,35.1972,2,JET_83-108-70_D_CL_MX_3.9_23702_13.mat,216
1671,31.7966,35.1972,2,JET_83-108-70_D_CL_MX_3.9_23702_8.mat,221
3126,31.7966,35.1972,2,JET_83-108-70_D_CL_MX_3.9_23712_2.mat,224
291,31.7966,35.1972,2,JET_83-108-70_D_CL_MX_3.9_23712_3.mat,225
722,31.7966,35.1972,2,JET_83-108-70_D_CL_MX_3.9_25154_4.mat,234
2270,31.7966,35.1972,2,JET_83-108-70_D_CL_MX_3.9_26256_13.mat,241
2572,31.7966,35.1972,2,JET_83-108-70_D_FG_MX_3.9_26393_0.mat,268
4090,31.7966,35.1972,2,JET_83-108-70_D_OC_MX_3.9_26340_3.mat,282
786,31.7966,35.1972,2,JET_83-108-70_D_OC_MX_3.9_26340_6.mat,284
4370,31.7966,35.1972,2,JET_83-108-70_N_CL_MX_3.9_26435_3.mat,309
3627,31.7966,35.1972,2,JET_83-168-70_D_CL_MX_3.9_22357_7.mat,331
213,31.7968,35.1972,2,JET-58-425-73_D_CL_UR_3.9_22257_20.mat,6
3207,31.7968,35.1972,2,JET-58-425-73_D_CL_UR_3.9_22257_22.mat,8
636,31.7968,35.1972,2,JET_58-425-73_D_CL_MX_3.9_1_26619_1.mat,21
310,31.7968,35.1972,2,JET_58-425-73_D_CL_MX_3.9_23716_1.mat,34
130,31.7968,35.1972,2,JET_58-425-73_D_CL_UR_3.9_22811_14.mat,62
