"","lat","lon","direction","filename","gps_frame_pos","frameIdx","road_lin","road_quad","road_both","sign_frames_ago","sign_W","sign_H","sign_sysType","sign_signType"
"1087",31.7736,35.194,2,"JET_83-108-70_D_CL_MX_3.9_1_23508_4.mat",11237,405757,0.00887286942452199,-0.000567018054425718,-0.0493498332798475,128,0.927671432495117,0.80227530002594,0,7
"1088",31.7736,35.194,2,"JET_83-108-70_D_CL_MX_3.9_23199_6.mat",1648,292473,-0.021251349337399,-2.8393231332302e-05,-0.436384279280901,122,0.880272150039673,0.796797513961792,0,7
"1089",31.7736,35.194,2,"JET_83-108-70_D_CL_MX_3.9_23504_7.mat",403,19223,-0.00860932227224113,-0.000853416509926318,-0.51355304941535,200,-1,-1,-1,-1
"1090",31.7736,35.194,2,"JET_83-108-70_D_CL_MX_3.9_23702_1.mat",700,26087,-0.0455289427191019,-5.58476895093911e-05,-0.932917930185795,200,-1,-1,-1,-1
"1091",31.7736,35.194,2,"JET_83-108-70_D_CL_MX_3.9_23702_13.mat",1851,94429,-0.0207275776192545,-6.44931569695485e-05,-0.44034881517291,123,0.468586474657059,0.433812826871872,0,7
"1092",31.7736,35.194,2,"JET_83-108-70_D_CL_MX_3.9_23712_2.mat",427,17529,-0.0269707826897502,-0.000272036530077456,-0.648230265825987,117,0.88882839679718,0.816163182258606,0,7
"1093",31.7736,35.194,2,"JET_83-108-70_D_CL_MX_3.9_23712_3.mat",1101,44293,-0.0375065706670283,-0.000121701508760455,-0.798812016844748,200,-1,-1,-1,-1
"1094",31.7736,35.194,2,"JET_83-108-70_D_CL_MX_3.9_25154_4.mat",2414,169845,0.00795140210539102,-0.000318539328873157,0.0316123105585574,127,0.945732474327087,0.816184639930725,0,7
"1095",31.7736,35.194,2,"JET_83-108-70_D_CL_MX_3.9_26256_13.mat",2746,287481,0.0156376082450151,-0.000509629026055335,0.108900554478168,108,0.951063513755798,0.869515180587769,0,7
"1096",31.7736,35.194,2,"JET_83-108-70_D_OC_MX_3.9_26340_3.mat",921,78977,-0.0307837795466185,-0.000308388844132423,-0.739031128585339,115,0.854784190654755,0.727544009685516,0,7
"1097",31.7736,35.194,2,"JET_83-108-70_D_OC_MX_3.9_26340_6.mat",4516,165719,-0.00439061950892208,-6.02835789322859e-05,-0.111925821751356,200,-1,-1,-1,-1
"1098",31.7736,35.194,2,"JET_83-108-70_N_CL_MX_3.9_26435_3.mat",3757,139973,-0.00329786706715831,-0.000244117341935632,-0.163604278117419,113,0.954598605632782,0.817874908447266,0,7
"1099",31.7736,35.194,2,"JET_83-108-70_n_CL_UR_3.9_22749_3.mat",81,28525,0.0101935902610419,-0.000266467221081253,0.0972849167883377,200,-1,-1,-1,-1
"1100",31.7736,35.194,2,"JET_83-168-70_D_CL_MX_3.9_22357_7.mat",375,14813,-0.0172423236072063,-0.000175360590219498,-0.414990708231926,200,-1,-1,-1,-1
"1101",31.7738,35.194,2,"JET-58-425-73_D_CL_UR_3.9_22257_20.mat",3358,128391,-0.00733051914721725,-4.99626621603971e-05,-0.166595447808504,83,0.828055560588837,0.780006051063538,0,7
"1102",31.7738,35.194,2,"JET_58-425-73_D_CL_MX_3.9_23716_1.mat",325,20667,-0.0239179152995348,-0.000141581520438195,-0.534990914165973,100,0.853777527809143,0.808659493923187,0,7
"1103",31.7738,35.194,2,"JET_58-425-73_D_CL_MX_3.9_27622_0.mat",4205,153401,-0.01275714058429,-8.89440998435018e-05,-0.290720451623201,102,0.852308094501495,0.80327832698822,0,7
"1104",31.7738,35.194,2,"JET_58-425-73_D_CL_MX_3.9_27622_1.mat",2605,304545,-0.0204436615109444,4.65288758277896e-05,-0.390261679887772,200,-1,-1,-1,-1
"1105",31.7738,35.194,2,"JET_58-425-73_D_CL_UR_3.9_22811_14.mat",425,34083,-0.0335185378789902,-5.0142407417297e-05,-0.690427720546722,81,0.827554941177368,0.778553187847137,0,7
"1106",31.7738,35.194,2,"JET_58-425-73_D_OC_MX_3.9_26582_3.mat",6420,338073,-0.00929205417633078,-0.000164866447448725,-0.251787662506106,51,0.813740611076355,0.761647999286652,0,7
"1107",31.7738,35.194,2,"JET_58-425-73_D_OC_MX_3.9_26582_4.mat",437,17877,-0.0314703804440796,-0.000494302716106176,-0.827128695324063,52,0.81282103061676,0.775495290756226,0,7
"1108",31.7738,35.194,2,"JET_58-425-73_N_CL_MX_3.9_26193_4.mat",5651,228807,-0.003575366549194,-3.56296077370611e-05,-0.0857591740787044,62,0.871378004550934,0.815666317939758,0,7
"1109",31.7738,35.194,2,"JET_58_425_73_D_CL_MX_3.9_26338_7.mat",1272,47249,-0.0275990948081016,-0.00015915185213089,-0.615642637014389,69,0.784296751022339,0.750450849533081,0,7
"1110",31.7738,35.194,2,"JET_58_425_73_D_CL_MX_3.9_26489_1.mat",476,86057,-0.0119199039414527,-6.99004158377596e-05,-0.266358245164158,75,0.832519114017487,0.783234655857086,0,7
"1111",31.7738,35.194,2,"JET_58_425_73_N_R_N_MX_3.9_26391_2.mat",7256,331423,-0.00684216096997259,-0.000189837068319321,-0.21277804672718,60,0.832881808280945,0.792487025260925,0,7
"1112",31.7738,35.194,2,"JET_83-108-70_D_CL_MX_3.9_1_23508_4.mat",11236,405725,-0.00518395435065045,-0.000237562693655488,-0.198704164475204,96,0.927671432495117,0.80227530002594,0,7
"1113",31.7738,35.194,2,"JET_83-108-70_D_CL_MX_3.9_23199_6.mat",1647,292437,-0.0290415786206721,4.81121242046339e-05,-0.561586722731589,86,0.880272150039673,0.796797513961792,0,7
"1114",31.7738,35.194,2,"JET_83-108-70_D_CL_MX_3.9_23504_7.mat",401,19151,-0.0357874201610685,-3.51881608366942e-05,-0.729823667556048,117,0.922337770462036,0.922337770462036,0,7
"1115",31.7738,35.194,2,"JET_83-108-70_D_CL_MX_3.9_23702_1.mat",698,25999,-0.0314605416730046,-0.000284745357930659,-0.743108976632357,100,0.91544908285141,0.91544908285141,0,7
"1116",31.7738,35.194,2,"JET_83-108-70_D_CL_MX_3.9_23702_13.mat",1849,94357,-0.0203107114881277,-1.67209655046457e-05,-0.412902615964413,51,0.468586474657059,0.433812826871872,0,7
"1117",31.7738,35.194,2,"JET_83-108-70_D_CL_MX_3.9_23712_2.mat",426,17493,-0.0235780794173479,-0.000121762976050376,-0.520266778767109,81,0.88882839679718,0.816163182258606,0,7
"1118",31.7738,35.194,2,"JET_83-108-70_D_CL_MX_3.9_23712_3.mat",1099,44221,0.00174757167696958,-0.000109668821096422,-0.00891609489917698,115,0.93413645029068,0.84788590669632,0,7
"1119",31.7738,35.194,2,"JET_83-108-70_D_CL_MX_3.9_25154_4.mat",2413,169825,-0.00286107473075397,-1.91666185855703e-06,-0.0579881593585022,107,0.945732474327087,0.816184639930725,0,7
"1120",31.7738,35.194,2,"JET_83-108-70_D_CL_MX_3.9_26256_13.mat",2745,287445,0.00380112938582896,-0.000253757461905479,-0.0254803970456125,72,0.951063513755798,0.869515180587769,0,7
"1121",31.7738,35.194,2,"JET_83-108-70_D_OC_MX_3.9_26340_3.mat",920,78941,-0.0407779384404421,-0.000235682353377341,-0.909831710159778,79,0.854784190654755,0.727544009685516,0,7
"1122",31.7738,35.194,2,"JET_83-108-70_D_OC_MX_3.9_26340_6.mat",4514,165643,0.00266855005174875,7.25714489817619e-05,0.0823995806276798,79,0.896415948867798,0.815923810005188,0,7
"1123",31.7738,35.194,2,"JET_83-108-70_N_CL_MX_3.9_26435_3.mat",3756,139941,-0.00420481208711866,-0.000160845927894115,-0.148434612900019,81,0.954598605632782,0.817874908447266,0,7
"1124",31.7738,35.194,2,"JET_83-108-70_n_CL_UR_3.9_22749_3.mat",80,28473,0.00879139583557837,-0.000222115777432917,0.0869816057384006,96,0.940238833427429,0.81133508682251,0,7
"1125",31.7738,35.194,2,"JET_83-168-70_D_CL_MX_3.9_22357_7.mat",373,14741,-0.0115384813398123,-0.000102313235402107,-0.271694920957088,110,0.98448383808136,0.870476126670837,0,7
"1126",31.7784,35.194,2,"JET-58-425-73_D_CL_UR_3.9_22257_20.mat",3330,127379,-0.0107009045779705,-0.00157332792878151,-0.843349263072014,200,-1,-1,-1,-1
"1127",31.7784,35.194,2,"JET_58-425-73_D_CL_MX_3.9_23716_1.mat",281,19047,-0.00712991710752215,-0.00336906034499408,-1.49022248014807,161,0.325415343046188,0.322737187147141,0,250
"1128",31.7784,35.194,2,"JET_58-425-73_D_CL_MX_3.9_27622_0.mat",4175,152321,0.0613930175080892,-0.00140773225575685,0.664767447859046,200,-1,-1,-1,-1
"1129",31.7784,35.194,2,"JET_58-425-73_D_CL_MX_3.9_27622_1.mat",2576,303517,-0.0297968683764339,-0.00166146550327539,-1.26052356883884,200,-1,-1,-1,-1
"1130",31.7784,35.194,2,"JET_58-425-73_D_CL_UR_3.9_22811_14.mat",399,33059,-0.0238760193809865,-0.00183347333222628,-1.21090972051024,64,0.915981113910675,0.654627084732056,2,239
"1131",31.7784,35.194,2,"JET_58-425-73_D_OC_MX_3.9_26582_3.mat",6391,337029,0.000620117038488241,-0.00150216743350029,-0.58846463263035,200,-1,-1,-1,-1
"1132",31.7784,35.194,2,"JET_58-425-73_D_OC_MX_3.9_26582_4.mat",408,16833,-0.042777638696134,-0.00158106256276369,-1.48797779902816,200,-1,-1,-1,-1
"1133",31.7784,35.194,2,"JET_58-425-73_N_CL_MX_3.9_26193_4.mat",5621,227727,-0.000376825965940745,-0.00144012551754714,-0.583586726337669,200,-1,-1,-1,-1
"1134",31.7784,35.194,2,"JET_58_425_73_D_CL_MX_3.9_26338_7.mat",1244,46245,0,0,0,200,-1,-1,-1,-1
"1135",31.7784,35.194,2,"JET_58_425_73_D_CL_MX_3.9_26489_1.mat",448,85033,-0.012718022800982,-0.000700513832271099,-0.53456598892808,200,-1,-1,-1,-1
"1136",31.7784,35.194,2,"JET_58_425_73_N_R_N_MX_3.9_26391_2.mat",7224,330275,-0.0337939340621233,-0.000800302252173423,-0.995999582111836,200,-1,-1,-1,-1
"1137",31.7784,35.194,2,"JET_83-108-70_D_CL_MX_3.9_23199_6.mat",1618,291393,0.00196231100708242,-0.000861217267811297,-0.305240686982871,200,-1,-1,-1,-1
"1138",31.7784,35.194,2,"JET_83-108-70_D_CL_MX_3.9_23504_7.mat",355,17499,0.0493338705971836,-0.00228943023830652,0.0709053166210638,200,-1,-1,-1,-1
"1139",31.7784,35.194,2,"JET_83-108-70_D_CL_MX_3.9_23702_1.mat",667,24883,-0.030150823481381,-0.00173845048993826,-1.29839666560292,200,-1,-1,-1,-1
"1140",31.7784,35.194,2,"JET_83-108-70_D_CL_MX_3.9_23702_13.mat",1825,93509,-0.0742851985618471,-0.00174243096262217,-2.18267635628581,200,-1,-1,-1,-1
"1141",31.7784,35.194,2,"JET_83-108-70_D_CL_MX_3.9_23712_2.mat",402,16629,-0.0082116983830928,-0.001944649964571,-0.942093953490256,200,-1,-1,-1,-1
"1142",31.7784,35.194,2,"JET_83-108-70_D_CL_MX_3.9_23712_3.mat",1038,42025,0.0212145866826177,-0.001840696670115,-0.311986934393643,200,-1,-1,-1,-1
"1143",31.7784,35.194,2,"JET_83-108-70_D_CL_MX_3.9_26256_13.mat",2719,286509,-0.00969312861561771,-0.0018475316464901,-0.932875230908393,200,-1,-1,-1,-1
"1144",31.7784,35.194,2,"JET_83-108-70_D_OC_MX_3.9_26340_3.mat",896,78077,-0.00898278169333931,-0.0019537303596735,-0.961147777736187,200,-1,-1,-1,-1
"1145",31.7784,35.194,2,"JET_83-108-70_D_OC_MX_3.9_26340_6.mat",4483,164531,-0.0133389133960006,-0.0019072499126196,-1.02967823296785,200,-1,-1,-1,-1
"1146",31.7784,35.194,2,"JET_83-108-70_N_CL_MX_3.9_26435_3.mat",3733,139109,0.0102326478809118,-0.00176633708178997,-0.501881875097752,200,-1,-1,-1,-1
"1147",31.7784,35.194,2,"JET_83-108-70_n_CL_UR_3.9_22749_3.mat",53,27501,-0.0029880493879316,-0.00240828096866608,-1.02307337522506,200,-1,-1,-1,-1
"1148",31.7784,35.194,2,"JET_83-168-70_D_CL_MX_3.9_22357_7.mat",339,13517,0.0119850913062692,-0.00270274747163057,-0.841397162526846,200,-1,-1,-1,-1
"1149",31.7726,35.1942,2,"JET-58-425-73_D_CL_UR_3.9_22257_20.mat",3364,128607,-0.0127356832846999,7.47619196772576e-05,-0.224808897823095,200,-1,-1,-1,-1
"1150",31.7726,35.1942,2,"JET_58-425-73_D_CL_MX_3.9_23716_1.mat",333,20939,-0.0040073486045003,0.000285984016954899,0.0342466346919535,200,-1,-1,-1,-1
"1151",31.7726,35.1942,2,"JET_58-425-73_D_CL_MX_3.9_27622_0.mat",4213,153669,-0.00150396544486296,-1.34101137518856e-05,-0.0354433543980134,200,-1,-1,-1,-1
"1152",31.7726,35.1942,2,"JET_58-425-73_D_CL_MX_3.9_27622_1.mat",2612,304797,-0.00640148501843206,0.00011028256267309,-0.0839166752994052,200,-1,-1,-1,-1
"1153",31.7726,35.1942,2,"JET_58-425-73_D_CL_UR_3.9_22811_14.mat",433,34355,-0.0213845431804657,-0.000793367624282836,-0.745037913322449,200,-1,-1,-1,-1
"1154",31.7726,35.1942,2,"JET_58-425-73_D_OC_MX_3.9_26582_3.mat",6429,338393,-0.0149667091667653,8.53277742862728e-05,-0.265203073620797,200,-1,-1,-1,-1
"1155",31.7726,35.1942,2,"JET_58-425-73_D_OC_MX_3.9_26582_4.mat",444,18145,-0.0197265205904842,-0.000314519740641116,-0.52033830806613,200,-1,-1,-1,-1
"1156",31.7726,35.1942,2,"JET_58-425-73_N_CL_MX_3.9_26193_4.mat",5659,229091,-0.0199034586548806,0.000119276344776156,-0.35035863518715,200,-1,-1,-1,-1
"1157",31.7726,35.1942,2,"JET_58_425_73_D_CL_MX_3.9_26338_7.mat",1280,47537,-0.0110745580866933,-6.9706700742244e-05,-0.249373842030764,200,-1,-1,-1,-1
"1158",31.7726,35.1942,2,"JET_58_425_73_D_CL_MX_3.9_26489_1.mat",484,86329,-0.0156059639528395,4.75877895951294e-05,-0.293084163218738,200,-1,-1,-1,-1
"1159",31.7726,35.1942,2,"JET_58_425_73_N_R_N_MX_3.9_26391_2.mat",7265,331747,-0.00526337791234255,-3.851018846035e-06,-0.106807965785265,200,-1,-1,-1,-1
"1160",31.7726,35.1942,2,"JET_83-108-70_D_CL_MX_3.9_1_23508_4.mat",11243,405973,0.00917552057653653,-0.000420016236603257,0.0155039168894277,200,-1,-1,-1,-1
"1161",31.7726,35.1942,2,"JET_83-108-70_D_CL_MX_3.9_23199_6.mat",1654,292689,-0.00855148024857041,0.000310102477669715,-0.0469886139035221,200,-1,-1,-1,-1
"1162",31.7726,35.1942,2,"JET_83-108-70_D_CL_MX_3.9_23504_7.mat",411,19511,-0.0176302753388882,-0.000136513262987137,-0.407210811972618,200,-1,-1,-1,-1
"1163",31.7726,35.1942,2,"JET_83-108-70_D_CL_MX_3.9_23702_1.mat",706,26287,-0.00822235122323036,-0.000752579420804977,-0.465478792786598,200,-1,-1,-1,-1
"1164",31.7726,35.1942,2,"JET_83-108-70_D_CL_MX_3.9_23702_13.mat",1856,94609,0.00494037028402089,0.000530955381691456,0.311189558357,200,-1,-1,-1,-1
"1165",31.7726,35.1942,2,"JET_83-108-70_D_CL_MX_3.9_23712_2.mat",432,17709,-0.03255435526371,-0.000271961092948913,-0.759871542453766,200,-1,-1,-1,-1
"1166",31.7726,35.1942,2,"JET_83-108-70_D_CL_MX_3.9_23712_3.mat",1111,44653,-0.0180881455540657,7.25761055946358e-05,-0.33273246884346,200,-1,-1,-1,-1
"1167",31.7726,35.1942,2,"JET_83-108-70_D_CL_MX_3.9_25154_4.mat",2420,170057,0.000101409293711094,-0.000119988806545732,-0.045967336744071,200,-1,-1,-1,-1
"1168",31.7726,35.1942,2,"JET_83-108-70_D_CL_MX_3.9_26256_13.mat",2752,287717,0.105365348979831,4.92576509714163e-05,2.12701003998518,200,-1,-1,-1,-1
"1169",31.7726,35.1942,2,"JET_83-108-70_D_OC_MX_3.9_26340_3.mat",927,79213,0.000958498194813725,-0.000185558572411537,-0.0550534650683404,200,-1,-1,-1,-1
"1170",31.7726,35.1942,2,"JET_83-108-70_D_OC_MX_3.9_26340_6.mat",4522,165971,0.000587855279445583,0.000192232429981233,0.0886500775814049,200,-1,-1,-1,-1
"1171",31.7726,35.1942,2,"JET_83-108-70_N_CL_MX_3.9_26435_3.mat",3762,140153,-0.00437573213130245,-0.000241740606725214,-0.184210885316134,200,-1,-1,-1,-1
"1172",31.7726,35.1942,2,"JET_83-108-70_n_CL_UR_3.9_22749_3.mat",89,28797,0.0118436632677912,2.54902988672507e-06,0.237892877310513,200,-1,-1,-1,-1
"1173",31.7726,35.1942,2,"JET_83-168-70_D_CL_MX_3.9_22357_7.mat",383,15101,-0.00139478128403421,-2.25612893700609e-05,-0.0369201414287086,200,-1,-1,-1,-1
"1174",31.7728,35.1942,2,"JET-58-425-73_D_CL_UR_3.9_22257_20.mat",3363,128571,-0.00129549093544484,-4.92241233587263e-05,-0.0455994680523873,200,-1,-1,-1,-1
"1175",31.7728,35.1942,2,"JET_58-425-73_D_CL_MX_3.9_23716_1.mat",331,20867,0.0077790454030037,-3.88398766517641e-05,0.140044957399368,200,-1,-1,-1,-1
"1176",31.7728,35.1942,2,"JET_58-425-73_D_CL_MX_3.9_27622_0.mat",4212,153633,0.00351501144468776,-0.000152053311467169,0.00947890430688766,200,-1,-1,-1,-1
"1177",31.7728,35.1942,2,"JET_58-425-73_D_CL_MX_3.9_27622_1.mat",2611,304777,-0.00317687951028349,-5.87292015552474e-06,-0.0658867582678797,200,-1,-1,-1,-1
"1178",31.7728,35.1942,2,"JET_58-425-73_D_CL_UR_3.9_22811_14.mat",431,34283,-0.00092763006687137,-0.000513359904289252,-0.223896563053128,200,-1,-1,-1,-1
"1179",31.7728,35.1942,2,"JET_58-425-73_D_OC_MX_3.9_26582_3.mat",6427,338341,-0.0128468440845609,-6.73150643706308e-05,-0.283862907439471,200,-1,-1,-1,-1
"1180",31.7728,35.1942,2,"JET_58-425-73_D_OC_MX_3.9_26582_4.mat",443,18093,-0.0172526344656945,-0.000233776867389677,-0.438563436269761,200,-1,-1,-1,-1
"1181",31.7728,35.1942,2,"JET_58-425-73_N_CL_MX_3.9_26193_4.mat",5658,229055,-0.0167831977829337,1.68336555361745e-05,-0.328930493444204,200,-1,-1,-1,-1
"1182",31.7728,35.1942,2,"JET_58_425_73_D_CL_MX_3.9_26338_7.mat",1279,47505,-0.0187645992264152,-0.00019464362412691,-0.453149434179068,200,-1,-1,-1,-1
"1183",31.7728,35.1942,2,"JET_58_425_73_D_CL_MX_3.9_26489_1.mat",483,86293,-0.0132498102262617,-0.000112182460725306,-0.309869188815356,200,-1,-1,-1,-1
"1184",31.7728,35.1942,2,"JET_58_425_73_N_R_N_MX_3.9_26391_2.mat",7263,331695,-0.00817513596266509,-3.45194712281225e-05,-0.177310507744551,200,-1,-1,-1,-1
"1185",31.7728,35.1942,2,"JET_83-108-70_D_CL_MX_3.9_1_23508_4.mat",11242,405937,0.00206640604883421,-0.000222620554268357,-0.0477201007306588,200,-1,-1,-1,-1
"1186",31.7728,35.1942,2,"JET_83-108-70_D_CL_MX_3.9_23199_6.mat",1653,292653,-0.00902044717222448,6.56861811876196e-06,-0.177781496196985,200,-1,-1,-1,-1
"1187",31.7728,35.1942,2,"JET_83-108-70_D_CL_MX_3.9_23504_7.mat",410,19479,-0.0223968368023634,-0.00018487311899662,-0.521885983645916,200,-1,-1,-1,-1
"1188",31.7728,35.1942,2,"JET_83-108-70_D_CL_MX_3.9_23702_1.mat",705,26267,-0.00221185237169276,-0.000918768346309659,-0.411744385957719,200,-1,-1,-1,-1
"1189",31.7728,35.1942,2,"JET_83-108-70_D_CL_MX_3.9_23702_13.mat",1855,94589,0.0101227443665266,0.000195452943444252,0.280636064708233,200,-1,-1,-1,-1
"1190",31.7728,35.1942,2,"JET_83-108-70_D_CL_MX_3.9_23712_2.mat",431,17673,-0.0136556852608919,-0.000462865456938743,-0.458259887993336,200,-1,-1,-1,-1
"1191",31.7728,35.1942,2,"JET_83-108-70_D_CL_MX_3.9_23712_3.mat",1109,44581,-0.000818266719579582,-0.000120151787996295,-0.0644260495901095,200,-1,-1,-1,-1
"1192",31.7728,35.1942,2,"JET_83-108-70_D_CL_MX_3.9_25154_4.mat",2419,170025,0.00402696747332808,-0.000297055579721927,-0.0382828824222092,200,-1,-1,-1,-1
"1193",31.7728,35.1942,2,"JET_83-108-70_D_CL_MX_3.9_26256_13.mat",2750,287625,0.00130259525030848,-6.2367878854274e-05,0.00110475346446003,200,-1,-1,-1,-1
"1194",31.7728,35.1942,2,"JET_83-108-70_D_OC_MX_3.9_26340_3.mat",926,79157,0.00131915807723997,-0.000106036663055419,-0.0160315036773684,200,-1,-1,-1,-1
"1195",31.7728,35.1942,2,"JET_83-108-70_D_OC_MX_3.9_26340_6.mat",4521,165899,-0.0192516455426812,3.57227399945261e-05,-0.370743814855814,200,-1,-1,-1,-1
"1196",31.7728,35.1942,2,"JET_83-108-70_N_CL_MX_3.9_26435_3.mat",3761,140121,0.0143868813291191,-0.000192721374332901,0.210649076849221,200,-1,-1,-1,-1
"1197",31.7728,35.1942,2,"JET_83-108-70_n_CL_UR_3.9_22749_3.mat",88,28761,0.00857319645583616,-0.00012918375432491,0.119790427386759,200,-1,-1,-1,-1
"1198",31.7728,35.1942,2,"JET_83-168-70_D_CL_MX_3.9_22357_7.mat",381,15029,0.0159462573006748,-1.65859237313255e-05,0.312290776520967,200,-1,-1,-1,-1
"1199",31.7788,35.1942,2,"JET-58-425-73_D_CL_UR_3.9_22257_20.mat",3328,127311,-0.0260867254808545,-0.00133583601564169,-1.05606891587377,200,-1,-1,-1,-1
"1200",31.7788,35.1942,2,"JET_58-425-73_D_CL_MX_3.9_23716_1.mat",268,18563,-0.070594119280577,-0.00156575813889503,-2.03818564116955,200,-1,-1,-1,-1
"1201",31.7788,35.1942,2,"JET_58-425-73_D_CL_MX_3.9_27622_0.mat",4172,152193,-0.030317191965878,-0.00131287332624197,-1.13149316981435,200,-1,-1,-1,-1
"1202",31.7788,35.1942,2,"JET_58-425-73_D_CL_MX_3.9_27622_1.mat",2574,303429,-0.00213677138090134,-0.0013754740357399,-0.592925041913986,200,-1,-1,-1,-1
"1203",31.7788,35.1942,2,"JET_58-425-73_D_CL_UR_3.9_22811_14.mat",397,32947,-0.040410504490137,-0.00143099948763847,-1.38060988485813,200,-1,-1,-1,-1
"1204",31.7788,35.1942,2,"JET_58-425-73_D_OC_MX_3.9_26582_3.mat",6388,336921,0.00346308983862401,-0.00127002783119679,-0.438749335706234,200,-1,-1,-1,-1
"1205",31.7788,35.1942,2,"JET_58-425-73_D_OC_MX_3.9_26582_4.mat",405,16725,-0.0183083126321435,-0.000706504099071025,-0.648767892271281,200,-1,-1,-1,-1
"1206",31.7788,35.1942,2,"JET_58-425-73_N_CL_MX_3.9_26193_4.mat",5618,227615,-0.0280786808580158,-0.00125551410019398,-1.06377925723791,200,-1,-1,-1,-1
"1207",31.7788,35.1942,2,"JET_58_425_73_D_CL_MX_3.9_26338_7.mat",1241,46133,0,0,0,200,-1,-1,-1,-1
"1208",31.7788,35.1942,2,"JET_58_425_73_D_CL_MX_3.9_26489_1.mat",445,84925,0.0525963936932386,-0.00482275569811463,-0.877174405381083,200,-1,-1,-1,-1
"1209",31.7788,35.1942,2,"JET_58_425_73_N_R_N_MX_3.9_26391_2.mat",7221,330167,-0.0426186779513956,-0.000305409543216226,-0.974537376314403,200,-1,-1,-1,-1
"1210",31.7788,35.1942,2,"JET_83-108-70_D_CL_MX_3.9_1_23508_4.mat",11209,404749,-0.0236696790903807,-0.0013501588255167,-1.01345711201429,200,-1,-1,-1,-1
"1211",31.7788,35.1942,2,"JET_83-108-70_D_CL_MX_3.9_23504_7.mat",350,17319,-0.00833164677023891,-0.00313400104641914,-1.42023335397244,200,-1,-1,-1,-1
"1212",31.7788,35.1942,2,"JET_83-108-70_D_CL_MX_3.9_23702_1.mat",664,24775,-0.0561110243201256,-0.00144315510988235,-1.69948253035545,200,-1,-1,-1,-1
"1213",31.7788,35.1942,2,"JET_83-108-70_D_CL_MX_3.9_23702_13.mat",1823,93421,-0.0539193525910376,-0.00151222199201584,-1.68327584862709,200,-1,-1,-1,-1
"1214",31.7788,35.1942,2,"JET_83-108-70_D_CL_MX_3.9_23712_2.mat",400,16561,-0.0307236280292269,-0.00186930783092976,-1.36219569295644,200,-1,-1,-1,-1
"1215",31.7788,35.1942,2,"JET_83-108-70_D_CL_MX_3.9_23712_3.mat",1032,41809,-0.0217377133667469,-0.00226971134543419,-1.34263880550861,200,-1,-1,-1,-1
"1216",31.7788,35.1942,2,"JET_83-108-70_D_CL_MX_3.9_25154_4.mat",2385,168797,-0.0142603773623704,-0.00141598843038082,-0.851602919399738,200,-1,-1,-1,-1
"1217",31.7788,35.1942,2,"JET_83-108-70_D_CL_MX_3.9_26256_13.mat",2716,286401,-0.00717556439340096,-0.00156930275261403,-0.771232388913629,200,-1,-1,-1,-1
"1218",31.7788,35.1942,2,"JET_83-108-70_D_OC_MX_3.9_26340_3.mat",894,78005,-0.0292109170928597,-0.00143816601485014,-1.15948474779725,200,-1,-1,-1,-1
"1219",31.7788,35.1942,2,"JET_83-108-70_D_OC_MX_3.9_26340_6.mat",4480,164423,-0.0314212098717689,-0.00156759470701218,-1.25546208024025,200,-1,-1,-1,-1
"1220",31.7788,35.1942,2,"JET_83-108-70_N_CL_MX_3.9_26435_3.mat",3731,139041,-0.0178468650206923,-0.0014260234311223,-0.927346672862768,200,-1,-1,-1,-1
"1221",31.7788,35.1942,2,"JET_83-168-70_D_CL_MX_3.9_22357_7.mat",336,13409,-0.0305735550820828,-0.00122078135609627,-1.09978364408016,200,-1,-1,-1,-1
"1222",31.7716,35.1944,2,"JET-58-425-73_D_CL_UR_3.9_22257_20.mat",3370,128819,-0.0827012343332172,0.00262684281915426,-0.603287559002638,200,-1,-1,-1,-1
"1223",31.7716,35.1944,2,"JET_58-425-73_D_CL_MX_3.9_23716_1.mat",339,21155,-0.0319018800742924,0.00160126620903611,0.00246888212859619,15,1.25051259994507,1.234259724617,0,207
"1224",31.7716,35.1944,2,"JET_58-425-73_D_CL_MX_3.9_27622_0.mat",4219,153885,0.0330136679112913,-0.000533711165189747,0.446788892149927,200,-1,-1,-1,-1
"1225",31.7716,35.1944,2,"JET_58-425-73_D_CL_MX_3.9_27622_1.mat",2618,305013,0.00815928578376774,-0.000466972589492799,-0.0236033201217647,200,-1,-1,-1,-1
"1226",31.7716,35.1944,2,"JET_58-425-73_D_CL_UR_3.9_22811_14.mat",438,34535,0.043296320270747,-0.000939694698899986,0.490048525854946,200,-1,-1,-1,-1
"1227",31.7716,35.1944,2,"JET_58-425-73_D_OC_MX_3.9_26582_3.mat",6435,338609,-0.00845357840880757,-0.000257615465670823,-0.27211775444448,200,-1,-1,-1,-1
"1228",31.7716,35.1944,2,"JET_58-425-73_D_OC_MX_3.9_26582_4.mat",450,18345,-0.0346336586400868,0.000457203947007659,-0.509791593998672,200,-1,-1,-1,-1
"1229",31.7716,35.1944,2,"JET_58-425-73_N_CL_MX_3.9_26193_4.mat",5665,229327,-0.0210564266890288,-4.40720468759531e-05,-0.438757352530956,200,-1,-1,-1,-1
"1230",31.7716,35.1944,2,"JET_58_425_73_D_CL_MX_3.9_26338_7.mat",1286,47753,-0.0136945899575947,-0.00149494595825673,-0.871870182454584,18,1.68432092666626,1.66491389274597,0,207
"1231",31.7716,35.1944,2,"JET_58_425_73_D_CL_MX_3.9_26489_1.mat",491,86593,0.0321369346231221,-0.000578342005610464,0.411401890218257,19,1.50701308250427,1.4861387014389,0,207
